5.136405460623062053e-02,-5.752816677093505859e+00,9.500000000000000000e+01,0.000000000000000000e+00
5.036818689256428172e-02,-5.652275562286376953e+00,1.010000000000000000e+02,0.000000000000000000e+00
8.244215041323794957e-02,-4.589065074920654297e+00,1.070000000000000000e+02,0.000000000000000000e+00
6.235345575735875556e-01,-4.265981197357177734e+00,1.000000000000000000e+02,0.000000000000000000e+00
3.875319872706938007e+00,3.296216130256652832e-01,2.700000000000000000e+01,0.000000000000000000e+00
6.231114278947055496e+00,4.384832978248596191e-01,4.600000000000000000e+01,0.000000000000000000e+00
8.300023054579142467e+00,1.469952702522277832e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.753227136321630297e+00,1.076259374618530273e+00,6.000000000000000000e+00,0.000000000000000000e+00
7.434585112261451911e+00,9.981272220611572266e-01,5.200000000000000000e+01,0.000000000000000000e+00
7.171680742471726155e+00,1.044984102249145508e+00,2.000000000000000000e+01,0.000000000000000000e+00
6.099778138838001240e+00,1.078929305076599121e+00,4.000000000000000000e+00,0.000000000000000000e+00
4.678030815595627168e+00,3.887034952640533447e-01,2.400000000000000000e+01,0.000000000000000000e+00
5.970792719898994960e+00,5.487626194953918457e-01,7.300000000000000000e+01,0.000000000000000000e+00
6.359282717573981003e+00,6.587488055229187012e-01,2.800000000000000000e+01,0.000000000000000000e+00
5.801013319654703404e-02,-2.398200511932373047e+00,1.360000000000000000e+02,0.000000000000000000e+00
6.373941777714807522e+00,3.314197361469268799e-01,4.400000000000000000e+01,0.000000000000000000e+00
5.226171009267373435e+00,-1.412339657545089722e-01,8.100000000000000000e+01,0.000000000000000000e+00
7.309739542348411945e+00,7.603847980499267578e-01,3.000000000000000000e+01,0.000000000000000000e+00
4.905067666482022304e+00,9.961230754852294922e-01,3.000000000000000000e+00,0.000000000000000000e+00
6.736363656639104747e+00,2.642311453819274902e-01,6.700000000000000000e+01,0.000000000000000000e+00
5.621960332349930312e+00,1.007920980453491211e+00,1.600000000000000000e+01,0.000000000000000000e+00
6.908754747504706195e+00,1.237076640129089355e+00,1.600000000000000000e+01,0.000000000000000000e+00
1.272553357866284607e+01,1.348676919937133789e+00,4.000000000000000000e+00,0.000000000000000000e+00
5.341536885577252036e+00,1.463690102100372314e-01,6.200000000000000000e+01,0.000000000000000000e+00
5.167429970373879300e+00,4.700074493885040283e-01,3.700000000000000000e+01,0.000000000000000000e+00
2.185400232050831448e+00,-1.404277324676513672e+00,1.960000000000000000e+02,0.000000000000000000e+00
9.140232445545990458e+00,1.477822899818420410e+00,1.200000000000000000e+01,0.000000000000000000e+00
6.271853354193973829e+00,6.744337677955627441e-01,6.100000000000000000e+01,0.000000000000000000e+00
